movie_slug,review,stars,sentiment
barbie,How did we end up in a reality where Ken gets the recognition and Barbie doesn’t?,3.0,neutral
parasite-2019,"What can you say? It's Parasite. An absolute modern masterpiece, one of the greatest films ever made, and so relevant to our times (and probably all future and most past times as well). Extraordinarily well-crafted, intelligent, sensitive, funny, angry. I'll be very pleasantly surprised if Bong ever turns out anything as good as this again -- not because he's not good, but because this feels like one of those once-in-a-career works by a master who manages to surpass themselves.",5.0,positive
parasite-2019,"entendi a crítica, mas achei meio chato",3.0,neutral
parasite-2019,I watched this stoned can u imagine how hard it was to concentrate on the subtitles i need to rewatch because it was years ago now and i can’t really remember it all but i remember i did love it,3.5,neutral
parasite-2019,i just wanted a happy ending 💔💔,5.0,positive
parasite-2019,Cinema,5.0,neutral
parasite-2019,chokbar à quel point c'est scénaristiquement bienSong Kang-ho retire ton slip t'es trop fortok ils ont une maison pourrave mais faudra m'expliquer le concept des chiottes en hauteur svp c'est pour que ce soit vrm un trône genre ?,5.0,neutral
parasite-2019,Liked the new idea and the plot twist.,3.5,positive
parasite-2019,"Un grand film à la coréenne, jsp si j’ai aimé mais c’est excellent. A la fin j’ai l’impression qu’on change de genre d’une minute à l’autreLa cinématographie est folle",4.0,positive
parasite-2019,madem bu kadar akıllısınız okusaydınız ya herbokolog orospi evlatlari,5.0,neutral
parasite-2019,المشاهدة التانية غيرت وجهة نظري عن الفيلم كتير الصراحه حقيقي اقل حاجه تتقال عن الفيلم انه عظيم عندي لسه نفس التساؤل عن النهاية بس بصورة مختلفة شوية بس هعديها الصراحه عشان المرادي قدرت امنطقها حتى لو مش مقتنع مية في المية,5.0,neutral
parasite-2019,Symphony of chaos and every note was perfection.,5.0,neutral
parasite-2019,Bester Film oat frfr,5.0,neutral
parasite-2019,les tuche s'infiltrent chez les riches en corée du sud,4.0,neutral
parasite-2019,wowowoowowowowowow. watched this on my flight back from sydney with my friend jerry (#heartbreak) i was just perplexed the whole time. i still have a knot in my stomach from it. tbh the only reason it’s not 5 stars is because i had to read all of the lines (cancel me) and because there are lowkey plot holes ??,4.0,neutral
parasite-2019,"MASTERCLASS2nd time watching it, even more details seen, insane !",5.0,negative
parasite-2019,"To be honest I never expected such a good movie, even if the first hour of the movie was a bit boring, in the last half hour it really surprised me. I think this movie makes us understand how the human would do anything for money.",4.5,neutral
parasite-2019,Ma che ansia,3.5,neutral
parasite-2019,I cannot explain how much I love this movie,5.0,positive
parasite-2019,"thrilling, chilling.do NEVER make plansi recommend!!",5.0,positive
parasite-2019,L’acting est bon les plan cam aussi puis le plot twist et franchement bien pensé j’ai bien kiffé,4.0,neutral
parasite-2019,peak,4.5,neutral
parasite-2019,Poverty,4.0,neutral
parasite-2019,"The pacing stood out to me on this rewatch, this thing is as tight as a drum. Also, in my memory Ki-Woo makes a move on Da-Hye later in the movie, but that boy does not waste any time.",5.0,neutral
parasite-2019,"The feeling when i watched this movie was so weird, i didn't even finished it yet, just so disturbing ig",4.0,negative
parasite-2019,"A cruel tale about Korean society, mixing comedy, satire and tragedy in a masterful way and impeccable cinematography. Definitely deserves all the hype and awards it got. A masterpiece.",4.0,neutral
parasite-2019,This is certainly Bong Joon Ho's Symphony No.9. It's his finest work. but the part that irked me the most is when he decides to just get rich and buy the house. That is such a weak ending.,4.5,neutral
parasite-2019,Tekrar oturup izlemem ama güzeldi. Parazitlerin AMK….,4.0,neutral
parasite-2019,"нужно было считать, сколько раз я ставила фильм на паузу, чтобы отойти от происходящего",5.0,neutral
parasite-2019,"Loved the film so much, unfortunately had to do it for English, so I am completely sick of it, but can also quote it from memory.",4.5,neutral
parasite-2019,rewatch 6 years later still lowkey don't get the hidden meanings am i stupid,4.5,negative
interstellar,"Okay, this movie was a lot to take in, but I loved it. It’s about space, time, and how far people will go for love. The visuals were crazy beautiful, and the music made everything feel so intense. Sometimes it got confusing, but the feelings were super real — especially the part about family and not giving up on the people you care about. Definitely made me think about life and what really matters.",5.0,positive
interstellar,"The movie is a staggering journey through time, gravity, memory and love. From the moment the spacecraft breaks Earth’s stratosphere, I was absolutely captivated by the scale and vision of it all. The visual language of the film is jaw-dropping, from the haunting, ink-swirled beauty of the black hole to the expansive, surreal emptiness of distant planets. The black hole is not just scientifically stunning — it’s the very embodiment of the film’s emotional weight, a breathtaking vortex that seems… more",5.0,positive
interstellar,Wahrscheinlich einfach nicht meins.Mit Time aber einer der epischsten Soundtracks aller Zeiten,3.0,neutral
interstellar,Franchement le film est excellent c’est de la SF qui SF rien a redire je regrette seulement de pas l’avoir vu au cinéma.,5.0,positive
interstellar,Juste incroyable 💫,5.0,neutral
interstellar,Un peu long pour rien,2.5,neutral
interstellar,cinema muito,5.0,neutral
interstellar,Tbh I don't get the hate towards this movie..yeah its overrated a little ig..but its so good... doesn't make it worse because of it being overrated...,4.5,neutral
interstellar,"Lo siento, no he sentido pena por ningún personaje",3.5,neutral
interstellar,"Awesome rewatch, 10/10. I think this is Nolan's best film and his most human. It has a perfect soundtrack and sound design and amazing acting from Matthew McConaughey. Dare I even say that Murphy is a convincing and complex female character? I feel like the visuals in this film aren't talked about enough. I loved the symbolism of 1. the wheel like ship rotating out into emptiness like the wheel of time and 2. the bookshelf representing memories and knowledge.… more",5.0,positive
interstellar,Almost perfect.,4.5,positive
interstellar,"I saw this is in theaters over 10 years ago so there was a good chunk of this that I completely forgot lol also there was a time where the discourse was “Interstellar OR Gravity??” And I would pick Gravity. Mostly because it was so mind blowing to me at the time and it had one of my favorite brunettes in it, Sandra Bullock. However, Interstellar is also very mind blowing and it stars my second favorite brunette of all… more",4.5,positive
interstellar,The misogyny made it difficult to love for me since every man that’s ever been in engineering claims this as their favourite movie,4.0,neutral
interstellar,"Nolan et la notion du temps.Plongés dans un monde pré-apocalyptique, on y voit un homme partir à la quête de l’univers pour sauver l’humanité. Entre sacrifices et désespoir , la relation entre le père et sa fille qui est la dernière graine d’espoir et ce lien illustré par un parallèle très intéressant tout au long de l’œuvre va-t-il sauver l’humanité ? Entre la bande son qui est absolument incroyable mais également des paysages qui sont époustouflants, le film nous plonge réellement dans un monde different, la ou le temps et l’espace se confondent.",5.0,neutral
interstellar,Finding words to describe this amazing experience to witness such movie!!...umm you did it Nolan !! The best!!,5.0,positive
interstellar,"idc how much you all hate nolan, you just can’t ignore the fact that this is a fucking masterpiece and the cinematography here is absolutely insane!the ending annoyed me a bit on this rewatch but nothing that would affect the score. an amazing, mesmerizing, heartbreaking film and just a mind-blowing cinematic experience. seeing this in imax is simply incredible.",5.0,neutral
interstellar,Mind=blown,5.0,neutral
interstellar,viéndolo en una tablet para que Nolan se despierte entre sudores fríos de madrugadaqué barbaridad de banda sonora pim pum pin pum pum pim pum,4.0,neutral
interstellar,"insane!! space, time, love, black holes extravaganza and all that. brain was spinning but in a good way. such iconic movie, with iconic concept of telling you the way times works😭😭 it resonates so much with the way times works in al quran. masya Allah",5.0,neutral
interstellar,Watched this for the sole purpose of understanding the fraser edits edit,5.0,neutral
interstellar,such a good movie but im too dumb,3.0,neutral
interstellar,"сначала мне было очень интересно почему этот фильм буквально у каждого в топ 5. но после просмотра я точно поняла, что это был самый лучший фильм который я когда либо смотрела.ханс зиммер на фоне, шикарный каст, кадры и в принципе весь сюжет, идея концепции любви. я очень сильно плакала когда он читал то видео письмо. эмоциональный и вдохновляющий фильм",5.0,neutral
interstellar,Merci Hans Zimmer pour la soundtrack,4.5,neutral
interstellar,Estamos de acuerdo en que seguramente esto sea lo mejor que se ha hecho a nivel visual en la historia del cine?,4.5,neutral
interstellar,faço parte das pessoas que tem interstellar como filme fav………….,5.0,neutral
interstellar,Watching Interstellar in physics and Oppenheimer in math class is fire🔥,4.5,neutral
interstellar,"Interesting plotline, drags on at times but overall very good. I wish parts of the story were better explained (like most films). Mid ending but cool planets.",4.0,positive
interstellar,"As a Christopher Nolan movie, I loved how the story is understandable, a friend told me that ""you don't need to focus, you just need to feel this movie"".Hanz Zimmer's music is amazing, the ending made me so emotional.",5.0,positive
interstellar,Non dico altro,5.0,neutral
interstellar,"Овај филм је буквално модерни класик, толико је иконичан, невјероватноМного интригантан Најзанимљивија ми је била она прича о петој димензији, јако провокативноЗаплако сам на крају јебем им нећу јадеАл било је страшно помало разнишљат о овоме ал филм је био јакМало је дуг иначе и то ме нервира ал ајде",4.0,neutral
fight-club,oha erkek olmak boyle bir sey miymis,5.0,neutral
fight-club,This is a really weird movie. Cool twist I guess but not sure why it’s so highly regarded.,2.5,neutral
fight-club,"watched it for the first time.. i understood exactly what was happening and at the same time i had so much questions..  great movie, it’s days later and it’s still on my mind",4.5,positive
fight-club,"Waiting to board my plane now,I had the most amazing week with you and I’ve cherished every moment of it. I don’t know how I’ll survive with more time away from you it’s making me so sad. I hope it’ll workout and you can come visit and I can show you all around and then you can do the same for me sometime soon in Lyon:)I love you with my everything and I will never give up on… more",4.0,positive
fight-club,Can't blame teenage boys who addicted to this film and Tyler Durden. Watched it for 2 times but I won't do it again because I think I'll throw up. It's not overrated but I'm tired.,5.0,negative
fight-club,the last act was poetic asfok CUE where is my mind by pixies <3,3.5,positive
fight-club,You just know it is that good.,5.0,positive
fight-club,“you met me at a very strange time in my life” - queue where is my mind 🤯,4.5,neutral
fight-club,I watched this film a long time ago and i was oneof the fews who watched without spoilers when i tell you this is a masterpiece you better believe me,5.0,positive
fight-club,Good but overhyped,4.0,positive
fight-club,Yo también querría ser Tyler Durden🫡Fincher es un maestro de esto del cine,4.0,neutral
fight-club,It's good the twist is very good you will not see it coming and the message is good a very good movie,5.0,positive
fight-club,please tell me this is all an inside joke between you guys,3.0,neutral
fight-club,tngina prime ni brad pitt tlga toh i fear,5.0,neutral
fight-club,I am Tyler Durden,5.0,neutral
fight-club,"PERFECT. ""JUST WATCH THE MOVIE"" core. But, the rate at which people are hyping the movie gives me an ick. I mean yes, it deserves the hype but everytime something is overhyped, Idk ... I hope y'all understand what I mean to say.",5.0,neutral
fight-club,One of the best movies ever created,5.0,positive
fight-club,"It was an amazing experience for the whole movie, but I found there were lots of scenes that maybe didn’t belong, which made the movie kinda long, but because of what happened at the end all of those little scenes were crucial to the movie. MUST WATCH!",3.5,neutral
fight-club,Mudou minha visão de mundo,5.0,neutral
fight-club,"“Without pain, without sacrifice, we would have nothing.”This movie has aura🌟My favourite part was when they all got buzzcuts😏",5.0,neutral
fight-club,Insane,4.5,negative
fight-club,i lovbe figth co6b🤤🤤🤤🤤🤤,5.0,neutral
fight-club,"Cool concept. Not a fan of the message I personally think it sends. It allegedly critiques consumerism, which yea, Tyler’s spiel on that was good, BUT ultimately it’s for middle aged men to have catharsis about their unfulfilling lives, and it’s ended up being this big inspiration to younger generations of boys when nothing that happens in the movie is healthy or a good demonstration of what to do when you hate your life lol. Which, I know, isn’t the… more",3.0,neutral
fight-club,shhhh i’m not supposed to talk about it🤫🤫,4.5,neutral
fight-club,"1999 was a great year for film. This no doubt was one of the bangers, even though it was not a box office smash. The first couple times I watched this, I think I was too young to get the complexities of rebellion and mid life crisis. Going back now, I appreciate the chaos of the movie and David Fincher's direction. Even the author of Fight Club felt the adaptation was better than his book.",4.0,positive
fight-club,so good,4.5,positive
fight-club,"asombroso, admirable, impactante, increíble, pasmoso, alucinante, deslumbrante, magnífico, espectacular, grandioso, fenomenal, notable, portentoso, prodigioso, sensacional, fantástico, maravilloso, soberbio, colosal, electrizante, fascinante, y sorprendente",5.0,positive
fight-club,it’s chaotic and confusing!! I GIVE IT 10 stars,5.0,negative
fight-club,eyy let’s not talk about it 🤕 JUST WATCH IT!!,4.5,neutral
fight-club,"Ce film fut un véritable banger pour moi, une fin très philosophique et un film qui nous fait réfléchir sur le sens de la vie dans le modèle capitaliste",4.5,neutral
la-la-land,"I love this movie, even tho I really don't enjoy musical comedy",3.5,positive
la-la-land,like my story with my ex,5.0,neutral
la-la-land,HAYIR YA,4.5,neutral
la-la-land,Damien Chazelle and his perfect endings.,4.0,positive
la-la-land,“welcome to seb’s” what if i drown myself,5.0,positive
la-la-land,nonchalant. literally me.,5.0,neutral
la-la-land,"I watched this movie back in 2020 thinking it would help me cure my depression. 2025 update : It didn't cure it, if anything it made it worse.",4.5,neutral
la-la-land,I put off watching this movie for years because I KNEW IT WOULD HURT. I literally knew everything that was gonna happen and it still made me cry. WHY DID THEY SHOW THE LIFE THEY WOUDVE HAD. Like I should sue them for that.,5.0,neutral
la-la-land,Why is Terence Fletcher running a Sambas Tapas place?,2.5,neutral
la-la-land,"Jazz, Ryan Gosling, Emma Stone. I cried a lot in the end. It is just a stupid musical but i liked it very much.",4.5,neutral
la-la-land,sharing one of my favorite horror movies to marco,5.0,positive
la-la-land,just stab me with a knife bruh,5.0,neutral
la-la-land,"Okay, let me be honest: it's undeniable that, technically and in every aspect, it's a well-made film. Even the homage to classic romantic comedies and musicals was skillfully recreated. But it's not my kind of movie. I'm not a fan of the romantic genre. I watched it a second time for my wife. But I don't think I'll watch it a third. Again: I don't love romantic comedies, and that's why the rating is a three—without the heart.",3.0,positive
la-la-land,La llorera que me di en el avión fue tan intensa que la chica que estaba a mi lado me preguntó si necesitaba algo.,5.0,neutral
la-la-land,Well well well💔,3.0,neutral
la-la-land,فلم أسعدني طوال الساعتينشفته كامل وانغمست لدرجة اشك اني رمشت للحظة هههه10/10,5.0,neutral
la-la-land,"Nossa que grande aprendizado, eles não ficam justos no final, cada um seguiu a sua vida porque eles não tinham planos compatíveis, ok. É uma história monótona de um casal que está tentando realizar seus sonhos, não foi grande coisa, mas a cena que me pegou mesmo foi a cena final, a transitação deles pelos cenários foi a coisa mais linda que eu já vi.",4.0,neutral
la-la-land,"It's true, all 2 scenario that happens in this movie it's just the way how men in the love story.",5.0,positive
la-la-land,VOILÀ Damien ! J'aime bien !,4.0,neutral
la-la-land,"good but enough, GABAKAL AKU REWATCH",3.0,positive
la-la-land,yo i lowk cried everyone shld watch this at least once,3.0,negative
la-la-land,How beautiful :)I hated it,4.0,neutral
la-la-land,Sebastian,5.0,neutral
la-la-land,Già sapete,5.0,neutral
la-la-land,yowza,4.0,neutral
la-la-land,Damian Jazzelle cracks out another babadubap banger. Unreal references in that final sequence and a smashing homage to Umbrellas of Cherbourg.,5.0,neutral
la-la-land,samba-tapas caught way too many strays in this movie,4.0,positive
la-la-land,j’ai kiffé mais la fin j’ai lâché des larmes,3.5,neutral
la-la-land,masterpiece 🙏🏼,4.5,neutral
la-la-land,"no me gustan los musicales, entiendo el por qué de que a la gente le guste, pero a mí tristemente no",2.5,neutral
everything-everywhere-all-at-once,"As someone who is so much into philosophy and had a great time seeing which is the realest ; nihilism ( nothing matters so we get depressed and die , joy pov ) or absurdism (nothing matter but we live anyway, Evelyn pov ) and finally agreed with absurdismThis felt like home",5.0,positive
everything-everywhere-all-at-once,满分，除了打戏太多，不喜欢。世界边缘的石头是点睛之笔，足以让我给全片都是5分,5.0,neutral
everything-everywhere-all-at-once,🥯🌭🪐🪨This might be the best movie ever. 2022 was an amazing year for movies!Plot: 10/10Visual: 10/10Acting: 10/10Sound track: 9/10Enjoyment: 10/10Intro: 10/10Ending: 10/10Overall: 99/100,5.0,positive
everything-everywhere-all-at-once,I THOUGHT THE TRAILER WAS AMUSING AND I WAS RIGHT!! another one of my favs <3 will rewatch,5.0,positive
everything-everywhere-all-at-once,phenomenal.,5.0,positive
everything-everywhere-all-at-once,"Maybe, we are made to be exactly where we are right now. And maybe, we don't really have to change anything.",5.0,positive
everything-everywhere-all-at-once,"Loucura de filme, amei toda a história.",5.0,neutral
everything-everywhere-all-at-once,"Banger av en film, elsket hånd-vagina transition!",4.0,neutral
everything-everywhere-all-at-once,is it bad i didn’t like it?,2.5,negative
everything-everywhere-all-at-once,great film. made me cry. spoke to me. what else is there to say? this is a life,4.0,positive
everything-everywhere-all-at-once,"It was amazing. I love how despite realizing her version was the complete “failure” of herself , she stayed because the little moments were real and were enough to make her the happiest version of herself. Lovely performance from  everyone including raccacoonie!",4.0,neutral
everything-everywhere-all-at-once,"Lived up to its name, good movie and acting was peak",4.0,positive
everything-everywhere-all-at-once,fuckin great,4.5,positive
everything-everywhere-all-at-once,Pra mim um dos pontos altos desse filme foi a diva descendo o cacete no cara com duas picas de borracha QUILOMÉTRICAS 🕊,4.0,neutral
everything-everywhere-all-at-once,This felt like a 2 hour 15 long acid trip but I liked it quite a lot,4.5,positive
everything-everywhere-all-at-once,"I cant, I still cry at this masterpiece. Forever my favorite comfort movie 😭😭",5.0,positive
everything-everywhere-all-at-once,both gagged and devastated? idk I'm confused,5.0,negative
everything-everywhere-all-at-once,As someone with inattentive adhd fond of staring into the existential void of the universeThis movie is etched into my soul,5.0,neutral
everything-everywhere-all-at-once,"so much meanings in this movie, but i just don’t get it.",3.0,neutral
everything-everywhere-all-at-once,did u at least kiss the knife before stabbing me,5.0,negative
everything-everywhere-all-at-once,pas mal mais la fin c’était un peu long,3.5,neutral
everything-everywhere-all-at-once,THE BESSSTTT,5.0,neutral
everything-everywhere-all-at-once,Gets better every time you watch it lowkey still got me tearing up too,5.0,positive
everything-everywhere-all-at-once,"Damn !! Perfect film...with great music, acting and strong writing....and intelligent editing",4.0,positive
everything-everywhere-all-at-once,"Ce film est un CHEF D ‘ŒUVRE ! Everything Everywhere All At Once m’a complètement embarqué avec son univers décalé, sa colorimétrie éclatante et son énergie folle. Sous ses allures de chaos multiversel, le film cache une morale simple mais bouleversante : même les vies pleines d’échecs peuvent être des réussites qu’on ne sait pas toujours reconnaître. Chaque personnage est profondément attachant, porté par des performances sincères et touchantes. La réalisation est bluffante, inventive à chaque plan, avec une maîtrise visuelle et rythmique hypnotisante.Films à voir absolument !",5.0,positive
everything-everywhere-all-at-once,the sausage fingers throw me off,4.5,neutral
everything-everywhere-all-at-once,had SUCH high expectations,2.0,neutral
everything-everywhere-all-at-once,"In the heart of this film, it’s a story about family and its struggles. Just told through the lens of a wacky universes. But I am all here for it. I’ve always loved avant-garde and brain-fuck films like these because you see the clear story but you’re still wildly confused sometimes. But that’s just what makes this film amazing. It takes everything I want and puts it in a film. Such an inspirational film especially with the smaller budget. But it doesn’t show with the crazy visuals and sound design and great acting.",5.0,neutral
everything-everywhere-all-at-once,okay at first it was nonsensebut then i cried with the whole joy-evelyn scene outside the laundromat the giant dildos traumatised me tho😭,4.5,neutral
everything-everywhere-all-at-once,Holy Fuck… This was almost better than the Drugs I took while watching this movie.,5.0,positive
whiplash-2014,Were you rushing or dragging?,5.0,neutral
whiplash-2014,Great ending but not a happy one,4.5,neutral
whiplash-2014,"Talvez seja pelo facto de eu ser musico e de ter passado por experiencias muito parecidas mas minha mão do céu, este filme é um balde de agua fria para qualquer pessoa que tenha vivenciado a vida do que é querer ser um musico profissional.O que me custou ainda mais foi ter de reviver memorias traumáticas do meu professor que também era parecido com o do filme.Ansiedade em forma de filme.",5.0,neutral
whiplash-2014,Quedé,5.0,neutral
whiplash-2014,"as a drummer, this movie was so stressful i promised i myself i would never watch it again.10/10",4.0,neutral
whiplash-2014,If u say so,2.5,neutral
whiplash-2014,"Miles Teller mit seiner mit Abstand besten Performance, ein grandioser J. K. Simmons und einfach geile Jazz Musik machen diesen Film zu einem unverkennbaren Meisterwerk und zu einem meiner absoluten Lieblingsfilme.",5.0,neutral
whiplash-2014,"Can’t believe this film had a budget of apparently 3.3 millions USD. The cinematography and captures of emotions in this film hold you with shock, stress and beautiful tingling feelings down your spine. My favourite passion project film for Damien Chazelle and what I believe is his best film. Love it with my whole heart 4.8/5",5.0,positive
whiplash-2014,this movie was amazing,5.0,positive
whiplash-2014,I want to be drummer,4.5,neutral
whiplash-2014,الفلم رهيبة ويتكلم عن الاصرار ف انه ما يستسلم لاسباب تمنعه من انه يكمل ف حلمه و النهايه بتشوفون اعظم عزف,,neutral
whiplash-2014,"’i’d rather die drunk, broke at 34 and have people talk about me, than live to be rich and sober at 90 and nobody remember who I was.’this line felt like it was aimed straight at me. Whiplash isn’t just about music. it’s about perfectionism, pressure, and the pain of never feeling good enough unless you’re the best.the drums were violent. the silences were louder.Andrew and Fletcher’s dynamic was brutal. one demanded perfection, the other craved it.… more",5.0,neutral
whiplash-2014,"Even better on the rewatch, the ending is too good, immediately after typed ""movies like whiplash""",5.0,positive
whiplash-2014,Holy shit. You think a fucking car crash would stop him??? I don’t think I’ve been so invested in a film in ages,5.0,negative
whiplash-2014,تايبي تايبي وله  وحبيت يعني Taxi driver التصوير تقريبا يشبهوله انطاني الهام كبير،شفته بأسمه وجوديه كالعاده و اي فداااوي,5.0,neutral
whiplash-2014,"""Yeah, but not quite my tempo""As a drummer, this movie has my heart.",5.0,neutral
whiplash-2014,"this movie gave me anxiety, goosebumps, and motivation all at once......jk simmons was terrifying",4.0,negative
whiplash-2014,"S-tier movie, so many good references to be made",5.0,positive
whiplash-2014,sometimes i wish i didn’t quit the piano… and sometimes not so much.,3.5,neutral
whiplash-2014,whipped my lash to this movie,4.5,neutral
whiplash-2014,big fan of jazz,5.0,neutral
whiplash-2014,I’m going to hear jazz demons in my sleep now,5.0,neutral
whiplash-2014,regardez.,5.0,neutral
whiplash-2014,Perfecto!!,4.5,neutral
whiplash-2014,"If my lecturer was like Fletcher, I will drop out immediately and cry in my room forever",4.0,neutral
whiplash-2014,any time the room got quiet i knew the bald man was about to ruin someone's life,5.0,neutral
whiplash-2014,"i would slap that bitch right across the concert hall, no hesitation",5.0,positive
whiplash-2014,black swan for dudes,5.0,neutral
whiplash-2014,"""i'm upset""",,neutral
whiplash-2014,"Damien Chazelle, classe 1985, ha un passato da batterista, vaga base autobiografica per il progetto di Whiplash, opera seconda che ha subito il processo creativo inverso rispetto al suo esordio. Se Guy and Madeline on a Park Bench (2009) nasceva, sulla carta, come corto ed è sfociato per eccesso di materilai (e di esordiente arroganza) in un lungo, Whiplash doveva essere da subito un lungometraggio, ma per mancanza di fondi è stato prima un corto di 16 minuti, presentato al… more",3.0,neutral
oppenheimer-2023,"theres smth about this movie that made me have goosebumps, it was so amazing that i had to take a second to appreciate wtf i just watched",5.0,neutral
oppenheimer-2023,"eu amei to nem aí, quebra tudo christopher nolan",5.0,neutral
oppenheimer-2023,Asking cilian to read excerpts of bhagwad Geeta in Sanskrit while having sex is some choice,3.0,neutral
oppenheimer-2023,The ending scene is so powerful...,5.0,positive
oppenheimer-2023,I was clearly not the target audience for a three hour movie about theoretical physics and the atomic bomb but hey RDJ finally got an Oscar.,3.5,neutral
oppenheimer-2023,"Now I'm become Death, The destroyer of Worlds.",5.0,neutral
oppenheimer-2023,Fantastic,4.0,positive
oppenheimer-2023,Nolan could’ve cut a solid 40 minutes from this. Not the five star people hyped it up as. Still great though,3.5,positive
oppenheimer-2023,yea i geeked over this so what,5.0,neutral
oppenheimer-2023,Conta bem a história mas n é isso tudo n,3.5,neutral
oppenheimer-2023,Chiant à comprendre mais sympathique,3.0,neutral
oppenheimer-2023,I love you Christopher Nolan I really do but why do your movies always have to be so fucking long no one can stand it. I am sorry,2.5,neutral
oppenheimer-2023,"Très bon film, un peu long mais interressant",5.0,neutral
oppenheimer-2023,I lost count how many times I got full body chills throughout the entirety of the movie,5.0,positive
oppenheimer-2023,Ça fait BOOM à la fin,3.5,neutral
oppenheimer-2023,"finally watching this, during WW3. it's 2025 and people still throw bombs to each other. humanity is downgrading every single day...",,neutral
oppenheimer-2023,"Feel like this one went on a little long and was just a bombardment of information. Absolutely loved the score, cinematography, acting and the actual story though.",3.5,neutral
oppenheimer-2023,"Che te devi di, però lunghino",5.0,neutral
oppenheimer-2023,didn't see the ending coming,3.0,neutral
oppenheimer-2023,Trop long le sang,4.0,neutral
oppenheimer-2023,"cinematic masterpiece , i do think florence pugh's character seem pointless tho",4.0,neutral
oppenheimer-2023,Holy shit this was goodHoly shit this was longNeed second watch,4.0,neutral
oppenheimer-2023,bu adam oncelikle mal cok dusuncesiz bir insan bu adamin psikolojisi derslerde islenmeli tutarsiz bipolar oc niye bombayi yapip atildiginda uzuluyosun hangi siyasetcinin durust oldugu gorulmus kardesim uyanin artik matrixten cikin ama cok guzel filimdi patlama sahnesinde sinemaya bomba attilar sanmistim birde sex sahnesini keske koymasalardi tamam aklinda kalmasi icin guzel sebepte cok itici gelmisti oyle yani elinize saglik dostlar 👍 barbie izlememek icin izledim👍,4.0,neutral
oppenheimer-2023,Boring but cool camera work,2.0,negative
oppenheimer-2023,masterpiece,5.0,neutral
oppenheimer-2023,something about nolan’s movies that makes me cry everytime...,4.5,neutral
oppenheimer-2023,"Preferred this alot more this time around. I forgot how sincerely engaging the film is, and how great Emily Blunt is here.Nolan - please sort out your fucking sound design. Half of the film is trying to work out what the last person just mumbled to the other.",4.0,positive
oppenheimer-2023,متعه,5.0,neutral
oppenheimer-2023,Senhor Cinema 🤚😐✋,5.0,neutral
oppenheimer-2023,Toujours une masterclasse,5.0,neutral
pulp-fiction,bu filmi izledikten sonra tum odami posterlerle kaplamistim,4.0,neutral
pulp-fiction,99/100,5.0,neutral
pulp-fiction,"i was skeptical at first, i can’t believe that I’m actually enjoying this film i really like vincent he’s my favorite",4.0,neutral
pulp-fiction,Every star is for the Bob,3.0,neutral
pulp-fiction,Top tier,5.0,positive
pulp-fiction,So funny and I love how it’s not in chronological order it adds to how original it is. Very well written,4.5,positive
